,Temperature
2016-10-02 02:58:25,23.3
2016-10-02 03:58:25,23.0
2016-10-02 04:58:25,22.6
2016-10-02 05:58:25,22.1
2016-10-02 06:58:25,22.7
2016-10-02 07:58:25,23.9
2016-10-02 08:58:25,24.7
2016-10-02 09:58:25,25.3
2016-10-02 10:58:25,26.6
2016-10-02 11:58:25,26.3
2016-10-02 12:58:25,23.6
2016-10-03 01:58:25,21.0
2016-10-03 02:58:25,20.7
2016-10-03 03:58:25,20.3
2016-10-03 04:58:25,20.1
2016-10-03 05:58:25,19.8
2016-10-03 06:58:25,19.8
2016-10-03 07:58:25,20.5
2016-10-03 08:58:25,21.4
2016-10-03 09:58:25,23.2
2016-10-03 10:58:25,24.6
2016-10-03 11:58:25,25.3
2016-10-03 12:58:25,21.3
2016-10-04 01:58:25,20.4
2016-10-04 02:58:25,19.9
2016-10-04 03:58:25,19.3
2016-10-04 04:58:25,18.7
2016-10-04 05:58:25,18.6
2016-10-04 06:58:25,18.6
2016-10-04 07:58:25,19.8
2016-10-04 08:58:25,21.3
2016-10-04 09:58:25,23.1
2016-10-04 10:58:25,24.3
2016-10-04 11:58:25,25.9
2016-10-04 12:58:25,20.9
2016-10-05 01:58:25,20.5
2016-10-05 02:58:25,19.9
2016-10-05 03:58:25,19.4
2016-10-05 04:58:25,18.6
2016-10-05 05:58:25,17.8
2016-10-05 06:58:25,18.4
2016-10-05 07:58:25,19.9
2016-10-05 08:58:25,21.8
2016-10-05 09:58:25,23.6
2016-10-05 10:58:25,25.1
2016-10-05 11:58:25,26.3
2016-10-05 12:58:25,21.2
2016-10-06 01:58:25,22.2
2016-10-06 02:58:25,21.6
2016-10-06 03:58:25,20.4
2016-10-06 04:58:25,19.8
2016-10-06 05:58:25,19.2
2016-10-06 06:58:25,19.9
2016-10-06 07:58:25,21.7
2016-10-06 08:58:25,23.4
2016-10-06 09:58:25,25.4
2016-10-06 10:58:25,27.0
2016-10-06 11:58:25,28.8
2016-10-06 12:58:25,22.5
2016-10-07 01:58:25,25.8
2016-10-07 02:58:25,25.0
2016-10-07 03:58:25,24.5
2016-10-07 04:58:25,23.9
2016-10-07 05:58:25,23.4
2016-10-07 06:58:25,24.2
2016-10-07 07:58:25,26.2
2016-10-07 08:58:25,28.6
2016-10-07 09:58:25,30.7
2016-10-07 10:58:25,32.3
2016-10-07 11:58:25,33.7
2016-10-07 12:58:25,26.8
2016-10-08 01:58:25,25.5
2016-10-08 02:58:25,25.1
2016-10-08 03:58:25,24.9
2016-10-08 04:58:25,24.6
2016-10-08 05:58:25,24.3
2016-10-08 06:58:25,24.2
2016-10-08 07:58:25,24.1
2016-10-08 08:58:25,24.3
2016-10-08 09:58:25,25.1
2016-10-08 10:58:25,26.1
2016-10-08 11:58:25,27.7
2016-10-08 12:58:25,26.0
2016-10-09 01:58:25,25.6
2016-10-09 02:58:25,25.5
2016-10-09 03:58:25,25.4
2016-10-09 04:58:25,24.9
2016-10-09 05:58:25,24.2
2016-10-09 06:58:25,24.7
2016-10-09 07:58:25,25.7
2016-10-09 08:58:25,27.4
2016-10-09 09:58:25,29.2
2016-10-09 10:58:25,30.2
2016-10-09 11:58:25,29.7
2016-10-09 12:58:25,26.0
2016-10-10 01:58:25,24.2
2016-10-10 02:58:25,23.7
2016-10-10 03:58:25,23.2
2016-10-10 04:58:25,22.8
2016-10-10 05:58:25,22.5
2016-10-10 06:58:25,22.3
2016-10-10 07:58:25,22.6
2016-10-10 08:58:25,23.3
2016-10-10 09:58:25,24.3
2016-10-10 10:58:25,26.3
2016-10-10 11:58:25,27.7
2016-10-10 12:58:25,24.9
2016-10-11 01:58:25,23.7
2016-10-11 02:58:25,23.2
2016-10-11 03:58:25,22.7
2016-10-11 04:58:25,22.1
2016-10-11 05:58:25,21.8
2016-10-11 06:58:25,22.7
2016-10-11 07:58:25,24.0
2016-10-11 08:58:25,26.2
2016-10-11 09:58:25,28.1
2016-10-11 10:58:25,29.9
2016-10-11 11:58:25,31.6
2016-10-11 12:58:25,24.1
2016-10-12 01:58:25,28.6
2016-10-12 02:58:25,27.9
2016-10-12 03:58:25,27.2
2016-10-12 04:58:25,26.5
2016-10-12 05:58:25,26.1
2016-10-12 06:58:25,26.5
2016-10-12 07:58:25,28.1
2016-10-12 08:58:25,30.3
2016-10-12 09:58:25,32.2
2016-10-12 10:58:25,33.6
2016-10-12 11:58:25,34.9
2016-10-12 12:58:25,28.9
2016-10-13 01:58:25,26.1
2016-10-13 02:58:25,25.7
2016-10-13 03:58:25,25.3
2016-10-13 04:58:25,25.0
2016-10-13 05:58:25,24.7
2016-10-13 06:58:25,24.2
2016-10-13 07:58:25,24.4
2016-10-13 08:58:25,25.6
2016-10-13 09:58:25,26.9
2016-10-13 10:58:25,27.9
2016-10-13 11:58:25,28.2
2016-10-13 12:58:25,26.6
2016-10-14 01:58:25,23.9
2016-10-14 02:58:25,23.5
2016-10-14 03:58:25,23.1
2016-10-14 04:58:25,22.8
2016-10-14 05:58:25,22.5
2016-10-14 06:58:25,22.3
2016-10-14 07:58:25,22.4
2016-10-14 08:58:25,23.2
2016-10-14 09:58:25,23.9
2016-10-14 10:58:25,24.7
2016-10-14 11:58:25,25.3
2016-10-14 12:58:25,24.1
2016-10-15 01:58:25,22.2
2016-10-15 02:58:25,21.7
2016-10-15 03:58:25,21.5
2016-10-15 04:58:25,21.1
2016-10-15 05:58:25,20.9
2016-10-15 06:58:25,21.7
2016-10-15 07:58:25,22.8
2016-10-15 08:58:25,24.1
2016-10-15 09:58:25,25.7
2016-10-15 10:58:25,27.2
2016-10-15 11:58:25,28.8
2016-10-15 12:58:25,22.8
2016-10-16 01:58:25,27.1
2016-10-16 02:58:25,26.7
2016-10-16 03:58:25,26.3
2016-10-16 04:58:25,26.1
2016-10-16 05:58:25,25.8
2016-10-16 06:58:25,26.1
2016-10-16 07:58:25,26.9
2016-10-16 08:58:25,28.3
2016-10-16 09:58:25,30.0
2016-10-16 10:58:25,32.0
2016-10-16 11:58:25,33.9
2016-10-16 12:58:25,27.5
2016-10-17 01:58:25,30.9
2016-10-17 02:58:25,30.3
2016-10-17 03:58:25,29.6
2016-10-17 04:58:25,28.6
2016-10-17 05:58:25,27.8
2016-10-17 06:58:25,27.9
2016-10-17 07:58:25,28.2
2016-10-17 08:58:25,28.2
2016-10-17 09:58:25,28.3
2016-10-17 10:58:25,28.5
2016-10-17 11:58:25,28.7
2016-10-17 12:58:25,31.3
2016-10-18 01:58:25,25.3
2016-10-18 02:58:25,25.1
2016-10-18 03:58:25,24.7
2016-10-18 04:58:25,24.4
2016-10-18 05:58:25,24.3
2016-10-18 06:58:25,24.3
2016-10-18 07:58:25,24.4
2016-10-18 08:58:25,24.5
2016-10-18 09:58:25,24.9
2016-10-18 10:58:25,25.0
2016-10-18 11:58:25,25.1
2016-10-18 12:58:25,25.7
2016-10-19 01:58:25,23.1
2016-10-19 02:58:25,22.9
2016-10-19 03:58:25,22.8
2016-10-19 04:58:25,22.5
2016-10-19 05:58:25,22.3
2016-10-19 06:58:25,22.2
2016-10-19 07:58:25,22.6
2016-10-19 08:58:25,23.1
2016-10-19 09:58:25,23.8
2016-10-19 10:58:25,24.9
2016-10-19 11:58:25,26.6
2016-10-19 12:58:25,23.2
2016-10-20 01:58:25,23.9
2016-10-20 02:58:25,23.7
2016-10-20 03:58:25,23.4
2016-10-20 04:58:25,23.5
2016-10-20 05:58:25,23.7
2016-10-20 06:58:25,24.4
2016-10-20 07:58:25,25.0
2016-10-20 08:58:25,25.9
2016-10-20 09:58:25,27.0
2016-10-20 10:58:25,27.7
2016-10-20 11:58:25,28.9
2016-10-20 12:58:25,24.1
2016-10-21 01:58:25,27.6
2016-10-21 02:58:25,27.2
2016-10-21 03:58:25,26.9
2016-10-21 04:58:25,26.5
2016-10-21 05:58:25,26.3
2016-10-21 06:58:25,26.4
2016-10-21 07:58:25,27.1
2016-10-21 08:58:25,27.9
2016-10-21 09:58:25,28.9
2016-10-21 10:58:25,30.1
2016-10-21 11:58:25,31.1
2016-10-21 12:58:25,27.9
2016-10-22 01:58:25,27.2
2016-10-22 02:58:25,26.9
2016-10-22 03:58:25,26.7
2016-10-22 04:58:25,26.4
2016-10-22 05:58:25,26.3
2016-10-22 06:58:25,26.6
2016-10-22 07:58:25,27.5
2016-10-22 08:58:25,28.6
2016-10-22 09:58:25,29.8
2016-10-22 10:58:25,31.1
2016-10-22 11:58:25,32.4
2016-10-22 12:58:25,27.4
2016-10-23 01:58:25,29.2
2016-10-23 02:58:25,29.1
2016-10-23 03:58:25,28.8
2016-10-23 04:58:25,28.2
2016-10-23 05:58:25,27.7
2016-10-23 06:58:25,27.4
2016-10-23 07:58:25,27.9
2016-10-23 08:58:25,28.8
2016-10-23 09:58:25,29.6
2016-10-23 10:58:25,31.8
2016-10-23 11:58:25,33.3
2016-10-23 12:58:25,29.4
2016-10-24 01:58:25,30.8
2016-10-24 02:58:25,30.6
2016-10-24 03:58:25,30.3
2016-10-24 04:58:25,30.0
2016-10-24 05:58:25,29.8
2016-10-24 06:58:25,29.7
2016-10-24 07:58:25,30.0
2016-10-24 08:58:25,30.6
2016-10-24 09:58:25,31.1
2016-10-24 10:58:25,31.9
2016-10-24 11:58:25,32.9
2016-10-24 12:58:25,31.1
2016-10-25 01:58:25,32.0
2016-10-25 02:58:25,31.6
2016-10-25 03:58:25,31.2
2016-10-25 04:58:25,30.7
2016-10-25 05:58:25,30.2
2016-10-25 06:58:25,30.5
2016-10-25 07:58:25,30.4
2016-10-25 08:58:25,30.9
2016-10-25 09:58:25,31.7
2016-10-25 10:58:25,32.6
2016-10-25 11:58:25,33.6
2016-10-25 12:58:25,32.6
2016-10-26 01:58:25,30.4
2016-10-26 02:58:25,29.9
2016-10-26 03:58:25,29.5
2016-10-26 04:58:25,29.3
2016-10-26 05:58:25,29.2
2016-10-26 06:58:25,29.2
2016-10-26 07:58:25,28.9
2016-10-26 08:58:25,28.9
2016-10-26 09:58:25,28.9
2016-10-26 10:58:25,28.8
2016-10-26 11:58:25,29.1
2016-10-26 12:58:25,31.0
2016-10-27 01:58:25,28.7
2016-10-27 02:58:25,28.4
2016-10-27 03:58:25,28.3
2016-10-27 04:58:25,28.1
2016-10-27 05:58:25,28.0
2016-10-27 06:58:25,28.1
2016-10-27 07:58:25,28.3
2016-10-27 08:58:25,28.7
2016-10-27 09:58:25,29.6
2016-10-27 10:58:25,30.3
2016-10-27 11:58:25,31.2
2016-10-27 12:58:25,28.8
2016-10-28 01:58:25,31.1
2016-10-28 02:58:25,30.9
2016-10-28 03:58:25,30.6
2016-10-28 04:58:25,30.2
2016-10-28 05:58:25,29.5
2016-10-28 06:58:25,29.3
2016-10-28 07:58:25,30.0
2016-10-28 08:58:25,31.0
2016-10-28 09:58:25,32.1
2016-10-28 10:58:25,33.3
2016-10-28 11:58:25,34.2
2016-10-28 12:58:25,31.4
2016-10-29 01:58:25,31.6
2016-10-29 02:58:25,31.5
2016-10-29 03:58:25,31.3
2016-10-29 04:58:25,31.0
2016-10-29 05:58:25,30.8
2016-10-29 06:58:25,30.8
2016-10-29 07:58:25,31.3
2016-10-29 08:58:25,32.0
2016-10-29 09:58:25,32.9
2016-10-29 10:58:25,33.8
2016-10-29 11:58:25,34.9
2016-10-29 12:58:25,31.9
2016-10-30 01:58:25,32.4
2016-10-30 02:58:25,32.1
2016-10-30 03:58:25,31.7
2016-10-30 04:58:25,31.5
2016-10-30 05:58:25,31.2
2016-10-30 06:58:25,31.4
2016-10-30 07:58:25,32.0
2016-10-30 08:58:25,32.9
2016-10-30 09:58:25,34.1
2016-10-30 10:58:25,35.2
2016-10-30 11:58:25,36.3
2016-10-30 12:58:25,32.9
2016-10-31 01:58:25,32.7
2016-10-31 02:58:25,32.3
2016-10-31 03:58:25,31.9
2016-10-31 04:58:25,31.3
2016-10-31 05:58:25,31.0
2016-10-31 06:58:25,30.9
2016-10-31 07:58:25,31.2
2016-10-31 08:58:25,31.7
2016-10-31 09:58:25,32.7
2016-10-31 10:58:25,33.7
2016-10-31 11:58:25,34.2
2016-10-31 12:58:25,33.2
2016-11-01 01:58:25,32.1
2016-11-01 02:58:25,31.7
2016-11-01 03:58:25,31.4
2016-11-01 04:58:25,31.2
2016-11-01 05:58:25,30.8
2016-11-01 06:58:25,30.7
2016-11-01 07:58:25,30.3
2016-11-01 08:58:25,30.3
2016-11-01 09:58:25,30.6
2016-11-01 10:58:25,30.8
2016-11-01 11:58:25,30.7
2016-11-01 12:58:25,32.5
2016-11-02 01:58:25,28.9
2016-11-02 02:58:25,28.7
2016-11-02 03:58:25,28.6
2016-11-02 04:58:25,28.2
2016-11-02 05:58:25,27.7
2016-11-02 06:58:25,27.6
2016-11-02 07:58:25,27.7
2016-11-02 08:58:25,27.7
2016-11-02 09:58:25,28.2
2016-11-02 10:58:25,28.7
2016-11-02 11:58:25,28.7
2016-11-02 12:58:25,29.2
2016-11-03 01:58:25,28.2
2016-11-03 02:58:25,27.8
2016-11-03 03:58:25,27.6
2016-11-03 04:58:25,27.4
2016-11-03 05:58:25,27.2
2016-11-03 06:58:25,27.2
2016-11-03 07:58:25,27.2
2016-11-03 08:58:25,27.5
2016-11-03 09:58:25,27.7
2016-11-03 10:58:25,27.7
2016-11-03 11:58:25,28.2
2016-11-03 12:58:25,28.3
2016-11-04 01:58:25,28.7
2016-11-04 02:58:25,28.6
2016-11-04 03:58:25,28.5
2016-11-04 04:58:25,28.2
2016-11-04 05:58:25,27.9
2016-11-04 06:58:25,27.8
2016-11-04 07:58:25,28.1
2016-11-04 08:58:25,28.8
2016-11-04 09:58:25,29.7
2016-11-04 10:58:25,30.8
2016-11-04 11:58:25,32.1
2016-11-04 12:58:25,28.8
2016-11-05 01:58:25,31.2
2016-11-05 02:58:25,30.9
2016-11-05 03:58:25,30.7
2016-11-05 04:58:25,30.4
2016-11-05 05:58:25,30.2
2016-11-05 06:58:25,30.2
2016-11-05 07:58:25,30.6
2016-11-05 08:58:25,31.1
2016-11-05 09:58:25,32.0
2016-11-05 10:58:25,33.1
2016-11-05 11:58:25,34.2
2016-11-05 12:58:25,31.5
2016-11-06 01:58:25,32.2
2016-11-06 02:58:25,31.9
2016-11-06 03:58:25,31.7
2016-11-06 04:58:25,31.4
2016-11-06 05:58:25,31.2
2016-11-06 06:58:25,31.3
2016-11-06 07:58:25,31.7
2016-11-06 08:58:25,32.3
2016-11-06 09:58:25,32.9
2016-11-06 10:58:25,33.6
2016-11-06 11:58:25,34.3
2016-11-06 12:58:25,32.6
2016-11-07 01:58:25,32.8
2016-11-07 02:58:25,32.3
2016-11-07 03:58:25,31.9
2016-11-07 04:58:25,31.6
2016-11-07 05:58:25,31.3
2016-11-07 06:58:25,31.2
2016-11-07 07:58:25,31.5
2016-11-07 08:58:25,31.6
2016-11-07 09:58:25,32.1
2016-11-07 10:58:25,32.2
2016-11-07 11:58:25,31.8
2016-11-07 12:58:25,33.4
2016-11-08 01:58:25,28.6
2016-11-08 02:58:25,28.4
2016-11-08 03:58:25,28.2
2016-11-08 04:58:25,28.1
2016-11-08 05:58:25,28.1
2016-11-08 06:58:25,28.2
2016-11-08 07:58:25,28.5
2016-11-08 08:58:25,29.2
2016-11-08 09:58:25,29.8
2016-11-08 10:58:25,30.5
2016-11-08 11:58:25,31.7
2016-11-08 12:58:25,28.8
2016-11-09 01:58:25,30.9
2016-11-09 02:58:25,30.7
2016-11-09 03:58:25,30.7
2016-11-09 04:58:25,30.6
2016-11-09 05:58:25,30.4
2016-11-09 06:58:25,30.2
2016-11-09 07:58:25,30.2
2016-11-09 08:58:25,30.3
2016-11-09 09:58:25,30.6
2016-11-09 10:58:25,31.1
2016-11-09 11:58:25,32.0
2016-11-09 12:58:25,31.1
2016-11-10 01:58:25,30.7
2016-11-10 02:58:25,30.0
2016-11-10 03:58:25,29.7
2016-11-10 04:58:25,29.5
2016-11-10 05:58:25,29.2
2016-11-10 06:58:25,29.3
2016-11-10 07:58:25,29.6
2016-11-10 08:58:25,30.4
2016-11-10 09:58:25,31.2
2016-11-10 10:58:25,32.0
2016-11-10 11:58:25,32.6
2016-11-10 12:58:25,31.2
2016-11-11 01:58:25,30.0
2016-11-11 02:58:25,29.8
2016-11-11 03:58:25,29.5
2016-11-11 04:58:25,29.2
2016-11-11 05:58:25,28.9
2016-11-11 06:58:25,28.4
2016-11-11 07:58:25,28.4
2016-11-11 08:58:25,28.7
2016-11-11 09:58:25,29.3
2016-11-11 10:58:25,29.8
2016-11-11 11:58:25,29.9
2016-11-11 12:58:25,30.4
2016-11-12 01:58:25,27.2
2016-11-12 02:58:25,26.9
2016-11-12 03:58:25,26.6
2016-11-12 04:58:25,26.3
2016-11-12 05:58:25,26.2
2016-11-12 06:58:25,26.0
2016-11-12 07:58:25,26.1
2016-11-12 08:58:25,26.5
2016-11-12 09:58:25,27.1
2016-11-12 10:58:25,27.9
2016-11-12 11:58:25,28.8
2016-11-12 12:58:25,27.4
2016-11-13 01:58:25,28.3
2016-11-13 02:58:25,28.0
2016-11-13 03:58:25,27.8
2016-11-13 04:58:25,27.6
2016-11-13 05:58:25,27.4
