Koppen climate classification,Building type,Cooling startegy_building level,Heating strategy_building level,Age,Sex,Clo,Met,Air temperature (C),Radiant temperature (C),Relative humidity (%),Air velocity (m/s),Subject«s height (cm),Subject«s weight (kg),Window,Outdoor monthly air temperature (C),Thermal comfort
3,2.0,1,0.0,29.0,2.0,0.6,1.5,23.6,24.4,59.2,0.08,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.42,1.4,23.9,24.4,58.3,0.07,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.78,1.1,23.6,24.4,54.6,0.21,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.48,1.4,22.8,24.4,56.8,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.5,1.4,21.7,24.4,56.3,0.13,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.56,1.3,21.9,24.4,59.7,0.26,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.76,1.4,22.0,24.4,55.8,0.28,165.1,63.0,0.0,25.9,2
3,2.0,1,0.0,29.0,2.0,0.4,1.1,22.7,24.4,47.9,0.14,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.4,1.2,27.1,24.4,39.3,0.14,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.4,1.1,24.5,24.4,45.5,0.35,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.56,1.6,25.4,24.4,43.5,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.48,1.2,25.6,24.4,42.3,0.22,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.48,1.3,25.2,24.4,42.5,0.14,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.56,1.1,23.8,24.4,44.5,0.05,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.56,1.0,22.7,24.4,50.0,0.2,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.5,1.4,22.4,24.4,49.5,0.16,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.41,1.2,24.5,24.4,43.2,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.41,1.5,25.2,24.4,43.5,0.12,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.56,1.3,25.0,24.4,39.8,0.23,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.48,1.5,24.2,24.4,42.6,0.23,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.48,1.4,23.4,24.4,42.0,0.09,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.48,1.4,23.7,24.4,45.0,0.12,165.1,63.0,0.0,25.9,2
3,2.0,1,0.0,29.0,2.0,0.41,1.6,24.3,24.4,42.7,0.08,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.5,1.1,22.8,24.4,44.9,0.25,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.4,1.4,24.9,24.4,42.3,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.86,1.4,24.3,24.4,43.1,0.07,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.65,1.6,24.7,24.4,41.7,0.12,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.5,1.3,24.4,24.4,42.9,0.1,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.4,1.3,25.1,24.4,42.3,0.12,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.46,1.2,24.4,24.4,51.2,0.1,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.48,1.7,27.5,24.4,29.4,0.07,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.67,1.3,24.9,24.4,29.3,0.1,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.42,1.3,23.8,24.4,43.4,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.48,1.3,23.8,24.4,43.2,0.12,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.42,1.5,23.9,24.4,42.4,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.42,1.2,24.6,24.4,40.1,0.16,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.4,1.2,24.7,24.4,39.8,0.2,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.67,1.2,24.7,24.4,39.8,0.18,165.1,63.0,0.0,25.9,3
3,2.0,1,0.0,29.0,1.0,0.48,1.8,24.9,24.4,40.8,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.4,1.2,24.8,24.4,40.7,0.16,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.42,1.3,24.3,24.4,41.5,0.15,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.5,1.3,24.1,24.4,42.0,0.17,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.42,1.1,25.5,24.4,40.5,0.17,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.53,1.3,25.2,24.4,38.7,0.09,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.56,1.5,23.9,24.4,49.2,0.15,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.86,1.1,22.5,24.4,59.8,0.14,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.4,1.3,22.4,24.4,43.4,0.14,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.5,1.2,23.3,24.4,36.8,0.25,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.67,1.1,22.9,24.4,47.2,0.16,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.42,1.3,27.7,24.4,38.1,0.16,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.56,1.2,23.7,24.4,34.5,0.25,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.5,1.5,24.6,24.4,58.1,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.5,1.1,24.9,24.4,51.7,0.17,165.1,63.0,0.0,25.9,5
6,2.0,3,0.0,60.0,1.0,0.49,1.2,33.7,24.4,28.2,0.0,165.1,85.0,0.0,33.8,4
6,2.0,3,0.0,32.0,1.0,0.55,1.2,33.5,24.4,25.4,0.53,170.2,75.0,0.0,34.0,5
6,2.0,3,0.0,46.0,1.0,0.57,1.2,34.1,24.4,24.0,0.85,175.3,76.0,0.0,34.4,2
6,2.0,3,0.0,58.0,1.0,0.55,1.2,37.0,24.4,25.4,0.0,172.7,70.0,0.0,34.8,4
6,2.0,3,0.0,28.0,1.0,0.57,1.2,34.6,24.4,28.4,0.88,167.6,58.0,0.0,33.7,4
6,2.0,3,0.0,25.0,1.0,0.51,1.2,34.7,24.4,28.7,1.4,154.9,65.0,0.0,33.7,4
6,2.0,3,0.0,24.0,1.0,0.57,1.2,34.5,24.4,28.7,1.08,167.6,52.0,0.0,33.7,5
6,2.0,3,0.0,28.0,1.0,0.48,1.2,35.6,24.4,25.6,0.45,167.6,65.0,0.0,38.6,4
6,2.0,3,0.0,27.0,1.0,0.57,1.2,35.2,24.4,26.4,1.03,170.2,70.0,0.0,38.4,2
6,2.0,3,0.0,40.0,1.0,0.55,1.2,35.1,24.4,29.4,0.55,160.0,61.0,0.0,34.9,5
6,2.0,3,0.0,26.0,1.0,0.51,1.2,28.6,24.4,30.8,0.65,170.2,69.0,0.0,35.0,4
6,2.0,3,0.0,37.0,1.0,0.49,1.2,34.3,24.4,20.7,0.53,162.6,52.0,0.0,34.3,4
6,2.0,3,0.0,50.0,1.0,0.57,1.2,34.3,24.4,20.6,4.28,162.6,60.0,0.0,34.3,5
6,2.0,3,0.0,37.0,1.0,0.49,1.2,34.0,24.4,25.4,0.55,182.9,83.0,0.0,35.7,2
6,2.0,3,0.0,36.0,2.0,0.5,1.2,34.5,24.4,22.6,1.05,160.0,65.0,0.0,35.4,4
6,2.0,3,0.0,24.0,2.0,0.51,1.2,31.5,24.4,22.6,0.45,165.1,65.0,0.0,34.3,4
6,2.0,3,0.0,46.0,1.0,0.55,1.2,31.8,24.4,24.2,0.03,170.2,73.0,0.0,34.4,5
6,2.0,3,0.0,37.0,1.0,0.57,1.2,27.5,24.4,26.5,0.28,172.7,73.0,0.0,34.0,5
6,2.0,3,0.0,49.0,1.0,0.55,1.2,31.5,24.4,22.6,0.45,167.6,66.0,0.0,35.0,4
6,2.0,3,0.0,47.0,2.0,0.59,1.2,33.4,24.4,22.2,0.63,167.6,77.0,0.0,33.8,5
6,2.0,3,0.0,35.0,1.0,0.57,1.2,34.9,24.4,21.6,0.03,165.1,75.0,0.0,33.8,4
6,2.0,3,0.0,40.0,1.0,0.57,1.2,34.5,24.4,21.9,0.5,180.3,68.0,0.0,33.8,2
6,2.0,3,0.0,44.0,1.0,0.55,1.2,34.7,24.4,22.9,0.0,167.6,79.0,0.0,33.8,5
6,2.0,3,0.0,45.0,1.0,0.49,1.2,33.7,24.4,28.0,0.25,162.6,65.0,0.0,35.3,5
6,2.0,3,0.0,47.0,1.0,0.51,1.2,31.9,24.4,27.8,0.83,167.6,71.0,0.0,32.9,5
6,2.0,3,0.0,30.0,1.0,0.55,1.2,33.7,24.4,26.2,0.85,154.9,72.0,0.0,33.3,4
6,2.0,3,0.0,44.0,1.0,0.57,1.2,22.0,24.4,43.7,0.38,167.6,63.0,0.0,33.3,6
6,2.0,3,0.0,24.0,1.0,0.57,1.2,31.3,24.4,22.5,0.68,172.7,63.0,0.0,34.6,5
6,2.0,3,0.0,45.0,1.0,0.51,1.2,34.7,24.4,15.2,0.98,172.7,72.0,0.0,34.5,5
6,2.0,3,0.0,29.0,1.0,0.55,1.2,31.5,24.4,29.7,0.7,160.0,45.0,0.0,37.4,5
6,2.0,3,0.0,20.0,1.0,0.38,1.2,31.8,24.4,28.0,0.1,182.9,65.0,0.0,37.2,4
6,2.0,3,0.0,19.0,1.0,0.49,1.2,27.7,24.4,28.2,0.0,182.9,70.0,0.0,37.0,2
6,2.0,3,0.0,20.0,1.0,0.46,1.2,27.3,24.4,28.4,0.0,175.3,60.0,0.0,36.8,4
6,2.0,3,0.0,20.0,1.0,0.48,1.2,26.8,24.4,28.7,0.0,172.7,54.0,0.0,36.8,4
6,2.0,3,0.0,19.0,1.0,0.38,1.2,26.6,24.4,29.1,0.0,175.3,45.0,0.0,36.8,4
6,2.0,3,0.0,20.0,2.0,0.38,1.2,27.2,24.4,29.0,0.2,139.7,43.0,0.0,36.8,5
6,2.0,3,0.0,20.0,2.0,0.38,1.2,26.5,24.4,29.0,0.23,160.0,55.0,0.0,35.7,5
6,2.0,3,0.0,20.0,2.0,0.4,1.2,26.7,24.4,29.1,0.1,160.0,48.0,0.0,35.7,5
6,2.0,3,0.0,18.0,1.0,0.55,1.2,26.9,24.4,29.0,0.1,175.3,58.0,0.0,35.7,4
6,2.0,3,0.0,20.0,1.0,0.54,1.2,27.2,24.4,29.3,0.53,172.7,50.0,0.0,35.6,4
6,2.0,3,0.0,19.0,2.0,0.58,1.2,27.6,24.4,29.1,0.18,157.5,47.0,0.0,35.6,5
6,2.0,3,0.0,19.0,2.0,0.52,1.2,28.3,24.4,29.3,0.1,157.5,45.0,0.0,35.6,5
6,2.0,3,0.0,19.0,2.0,0.5,1.2,28.4,24.4,29.4,0.1,162.6,45.0,0.0,35.5,5
6,2.0,3,0.0,20.0,1.0,0.55,1.2,27.7,24.4,29.2,0.1,175.3,50.0,0.0,35.5,5
6,2.0,3,0.0,20.0,1.0,0.55,1.2,27.1,24.4,28.7,0.1,165.1,60.0,0.0,35.5,5
6,2.0,3,0.0,21.0,1.0,0.55,1.1,27.1,24.4,28.7,0.1,167.6,55.0,0.0,36.8,4
6,2.0,3,0.0,18.0,1.0,0.55,1.2,27.2,24.4,28.7,0.0,172.7,52.0,0.0,35.5,4
6,2.0,2,0.0,24.0,1.0,0.54,1.2,35.9,24.4,11.8,0.63,154.9,65.0,0.0,36.8,2
6,2.0,2,0.0,23.0,1.0,0.28,1.2,33.8,24.4,54.0,0.53,172.7,78.0,0.0,37.1,1
6,2.0,2,0.0,24.0,1.0,0.4,1.0,34.8,24.4,10.4,0.38,175.3,58.0,0.0,37.1,2
6,2.0,2,0.0,22.0,1.0,0.28,1.0,34.8,24.4,54.0,0.7,172.7,61.0,0.0,36.8,5
6,2.0,2,0.0,24.0,1.0,0.28,1.0,34.6,24.4,10.6,0.68,182.9,74.0,0.0,37.0,5
6,2.0,2,0.0,24.0,1.0,0.28,1.0,32.6,24.4,54.0,0.53,167.6,50.0,0.0,35.5,5
6,2.0,2,0.0,22.0,1.0,0.66,1.0,35.0,24.4,11.9,0.78,170.2,62.0,0.0,35.5,2
6,2.0,2,0.0,22.0,1.0,0.28,1.0,32.4,24.4,12.8,0.0,167.6,74.0,0.0,33.9,6
6,2.0,2,0.0,25.0,1.0,0.55,1.2,33.0,24.4,13.3,0.55,170.2,62.0,0.0,32.4,5
6,2.0,2,0.0,25.0,1.0,0.39,1.0,27.7,24.4,36.0,1.88,167.6,80.0,0.0,32.0,5
6,2.0,2,0.0,25.0,1.0,0.66,1.0,35.2,24.4,16.4,0.48,172.7,78.0,0.0,35.2,4
6,2.0,2,0.0,24.0,1.0,0.72,1.0,32.0,24.4,27.5,0.78,175.3,66.0,0.0,35.5,4
6,2.0,2,0.0,25.0,1.0,0.19,0.8,29.9,24.4,29.9,0.95,172.7,90.0,0.0,35.5,5
6,2.0,2,0.0,24.0,1.0,0.4,0.8,35.2,24.4,14.9,0.65,188.0,66.0,0.0,35.6,4
6,2.0,2,0.0,25.0,1.0,0.66,1.0,34.3,24.4,12.0,0.4,175.3,65.0,0.0,36.0,4
6,2.0,2,0.0,22.0,1.0,0.28,1.0,34.8,24.4,14.1,0.38,175.3,65.0,0.0,38.0,4
6,2.0,2,0.0,27.0,1.0,0.66,1.0,28.4,24.4,26.1,0.55,185.4,77.0,0.0,38.1,5
6,2.0,2,0.0,21.0,1.0,0.28,1.0,35.4,24.4,14.4,0.5,175.3,60.0,0.0,38.2,2
6,2.0,2,0.0,23.0,1.0,0.55,1.0,28.4,24.4,34.6,1.83,167.6,62.0,0.0,37.2,5
6,2.0,2,0.0,24.0,1.0,0.28,1.0,34.4,24.4,16.5,0.0,170.2,55.0,0.0,37.2,2
6,2.0,3,0.0,46.0,1.0,0.57,1.2,36.0,24.4,21.4,0.58,172.7,71.0,0.0,38.5,2
6,2.0,3,0.0,43.0,1.0,0.57,1.2,36.3,24.4,24.7,0.45,175.3,69.0,0.0,38.9,4
6,2.0,3,0.0,42.0,1.0,0.57,1.2,35.5,24.4,25.1,0.7,175.3,65.0,0.0,38.9,2
6,2.0,1,0.0,46.0,2.0,0.5,1.2,32.0,24.4,17.0,0.0,157.5,65.0,0.0,39.1,5
6,2.0,1,0.0,51.0,1.0,0.57,1.1,29.3,24.4,20.2,0.28,172.7,80.0,0.0,39.3,4
6,2.0,1,0.0,52.0,1.0,0.57,1.2,28.1,24.4,21.1,0.0,162.6,71.0,0.0,39.1,5
6,2.0,1,0.0,42.0,1.0,0.57,1.1,27.0,24.4,21.7,0.0,167.6,68.0,0.0,39.0,5
6,2.0,1,0.0,53.0,1.0,0.51,1.2,27.1,24.4,21.8,0.0,162.6,70.0,0.0,39.1,5
6,2.0,3,0.0,62.0,1.0,0.57,1.2,28.4,24.4,21.5,0.18,170.2,78.0,0.0,37.1,4
6,2.0,1,0.0,50.0,1.0,0.57,1.2,23.2,24.4,30.6,0.13,170.2,67.0,0.0,40.3,4
6,2.0,3,0.0,25.0,1.0,0.57,1.2,32.1,24.4,23.6,0.0,175.3,64.0,0.0,34.6,4
6,2.0,3,0.0,24.0,1.0,0.57,1.2,32.1,24.4,40.6,1.47,167.6,61.0,0.0,38.5,4
6,2.0,3,0.0,30.0,1.0,0.51,1.2,32.4,24.4,40.6,0.6,172.7,78.0,0.0,38.6,4
6,2.0,3,0.0,23.0,1.0,0.51,1.2,32.5,24.4,40.7,0.0,170.2,60.0,0.0,38.7,4
6,2.0,3,0.0,58.0,1.0,0.57,1.0,32.4,24.4,40.9,0.8,167.6,73.0,0.0,38.5,2
6,2.0,3,0.0,70.0,1.0,0.51,1.2,33.4,24.4,36.0,0.68,172.7,73.5,0.0,39.9,4
6,2.0,3,0.0,25.0,1.0,0.57,1.0,32.0,24.4,32.5,1.13,167.6,71.0,0.0,40.2,5
6,2.0,3,0.0,25.0,1.0,0.57,1.2,33.5,24.4,32.9,0.88,172.7,60.0,0.0,41.0,4
6,2.0,3,0.0,35.0,1.0,0.57,1.2,36.2,24.4,23.3,0.48,167.6,75.0,0.0,40.4,2
6,2.0,3,0.0,27.0,1.0,0.51,1.2,37.3,24.4,13.9,0.1,165.1,68.0,0.0,43.0,2
6,2.0,3,0.0,33.0,1.0,0.57,1.2,32.9,24.4,28.0,1.13,167.6,65.0,0.0,37.7,2
6,2.0,3,0.0,27.0,1.0,0.51,1.0,34.0,24.4,25.1,0.67,172.7,63.0,0.0,37.7,6
6,2.0,3,0.0,19.0,2.0,0.55,1.2,31.5,24.4,25.7,0.98,170.2,57.0,0.0,37.5,4
6,2.0,3,0.0,19.0,2.0,0.57,1.2,31.5,24.4,25.7,0.98,160.0,60.0,0.0,37.8,5
6,2.0,3,0.0,19.0,1.0,0.57,1.2,31.4,24.4,25.7,0.4,172.7,55.0,0.0,38.1,5
6,2.0,3,0.0,20.0,1.0,0.57,1.0,31.3,24.4,25.7,0.4,165.1,52.0,0.0,38.1,4
6,2.0,3,0.0,18.0,1.0,0.51,1.2,31.4,24.4,25.7,0.33,172.7,54.0,0.0,38.1,5
6,2.0,3,0.0,19.5,1.0,0.57,1.2,35.5,24.4,19.6,0.65,165.1,61.0,0.0,38.3,4
6,2.0,3,0.0,19.0,1.0,0.57,1.2,34.9,24.4,20.5,1.0,182.9,65.0,0.0,38.3,4
6,2.0,3,0.0,20.0,1.0,0.57,1.2,35.0,24.4,20.9,0.9,154.9,75.0,0.0,38.3,4
6,2.0,3,0.0,20.0,1.0,0.57,1.2,34.7,24.4,22.2,0.0,154.9,65.0,0.0,38.1,2
6,2.0,3,0.0,21.0,1.0,0.75,1.2,35.5,24.4,20.0,0.9,175.3,70.0,0.0,38.4,4
6,2.0,3,0.0,19.0,1.0,0.57,1.2,35.2,24.4,21.7,0.0,165.1,59.0,0.0,40.1,5
6,2.0,3,0.0,28.0,1.0,0.57,1.2,30.4,24.4,20.8,0.43,165.1,63.0,0.0,40.1,4
6,2.0,3,0.0,36.0,1.0,0.57,1.0,37.3,24.4,17.3,0.57,170.2,70.0,0.0,39.5,2
6,2.0,3,0.0,23.0,1.0,0.33,1.2,37.0,24.4,16.8,0.6,167.6,75.0,0.0,39.5,2
6,2.0,3,0.0,19.0,2.0,0.57,1.2,36.1,24.4,20.0,0.1,162.6,56.0,0.0,39.5,4
6,2.0,3,0.0,29.0,2.0,0.49,1.2,36.3,24.4,19.8,0.17,162.6,50.0,0.0,39.4,4
6,2.0,1,0.0,25.0,1.0,0.49,1.2,27.1,24.4,59.5,0.0,154.9,75.0,0.0,34.7,5
6,2.0,1,0.0,23.0,1.0,0.57,1.2,26.6,24.4,34.2,0.0,170.2,62.0,0.0,34.4,5
6,2.0,1,0.0,34.0,2.0,0.55,1.2,26.2,24.4,34.6,0.0,152.4,48.0,0.0,34.4,5
6,2.0,1,0.0,32.0,1.0,0.51,1.2,26.3,24.4,34.5,0.0,185.4,83.0,0.0,34.3,5
6,2.0,1,0.0,26.0,2.0,0.49,1.2,26.4,24.4,34.5,0.0,152.4,60.0,0.0,34.4,5
6,2.0,1,0.0,28.0,1.0,0.57,1.2,26.1,24.4,34.3,0.0,175.3,68.0,0.0,35.4,5
6,2.0,1,0.0,28.0,2.0,0.49,1.2,25.9,24.4,34.4,0.0,172.7,74.0,0.0,35.4,4
6,2.0,1,0.0,22.0,2.0,0.57,1.2,25.4,24.4,33.8,0.05,157.5,54.0,0.0,35.5,5
6,2.0,1,0.0,37.0,1.0,0.51,1.2,23.9,24.4,35.5,0.1,170.2,62.0,0.0,32.5,4
6,2.0,1,0.0,25.0,1.0,0.4,1.2,29.4,24.4,26.8,0.8,182.9,75.0,0.0,32.2,5
6,2.0,1,0.0,27.0,2.0,0.5,1.2,26.3,24.4,25.9,0.0,170.2,70.0,0.0,30.3,5
6,2.0,1,0.0,26.0,1.0,0.55,1.2,25.8,24.4,26.1,0.0,170.2,65.0,0.0,30.3,4
6,2.0,1,0.0,24.0,1.0,0.57,1.2,26.6,24.4,25.0,0.0,182.9,63.0,0.0,30.0,6
6,2.0,1,0.0,33.5,1.0,0.57,1.2,27.3,24.4,32.9,0.0,162.6,58.0,0.0,34.7,5
6,2.0,1,0.0,32.0,1.0,0.57,1.2,27.3,24.4,34.2,0.0,172.7,60.0,0.0,34.6,4
6,2.0,1,0.0,34.0,1.0,0.57,1.2,26.7,24.4,34.3,0.0,162.6,55.0,0.0,34.6,2
6,2.0,1,0.0,47.0,1.0,0.57,1.2,26.4,24.4,34.7,0.08,182.9,73.0,0.0,34.5,5
6,2.0,1,0.0,38.0,1.0,0.57,1.2,26.3,24.4,32.6,0.1,175.3,72.0,0.0,34.3,5
6,2.0,1,0.0,32.0,1.0,0.57,1.2,26.7,24.4,32.9,0.0,170.2,65.0,0.0,33.3,4
6,2.0,1,0.0,25.0,2.0,0.6,1.2,27.0,24.4,32.7,0.0,170.2,59.0,0.0,33.4,4
6,2.0,1,0.0,24.0,2.0,0.51,1.2,28.5,24.4,30.3,0.0,165.1,58.0,0.0,33.2,4
6,2.0,1,0.0,26.0,2.0,0.54,1.2,26.8,24.4,33.1,0.0,160.0,58.0,0.0,33.2,5
6,2.0,1,0.0,30.0,1.0,0.57,1.2,26.5,24.4,33.2,0.1,162.6,68.0,0.0,33.2,5
6,2.0,1,0.0,28.0,2.0,0.51,1.2,24.2,24.4,36.9,0.1,157.5,53.0,0.0,33.2,5
6,2.0,1,0.0,45.0,1.0,0.51,1.2,27.7,24.4,32.6,0.03,160.0,70.0,0.0,35.1,6
6,2.0,1,0.0,35.0,2.0,0.5,1.2,26.2,24.4,36.3,0.0,165.1,60.0,0.0,35.1,5
6,2.0,1,0.0,31.0,1.0,0.4,1.2,24.1,24.4,37.5,0.0,182.9,90.0,0.0,35.1,5
6,2.0,1,0.0,34.0,1.0,0.51,1.2,25.4,24.4,37.0,0.0,172.7,75.0,0.0,35.7,5
6,2.0,1,0.0,29.0,2.0,0.49,1.2,25.2,24.4,35.6,0.0,157.5,68.0,0.0,36.9,5
6,2.0,1,0.0,25.0,2.0,0.38,1.2,25.6,24.4,36.7,0.0,167.6,80.0,0.0,36.9,5
6,2.0,1,0.0,24.0,1.0,0.55,1.2,26.0,24.4,36.6,0.0,170.2,68.0,0.0,37.5,5
6,2.0,1,0.0,23.0,2.0,0.5,1.2,28.5,24.4,32.6,0.0,165.1,54.0,0.0,38.4,5
6,2.0,2,0.0,23.0,1.0,0.55,1.2,33.0,24.4,38.5,0.08,170.2,64.0,0.0,32.5,5
6,2.0,2,0.0,22.0,1.0,0.38,1.2,33.0,24.4,39.0,0.53,170.2,61.0,0.0,32.4,5
6,2.0,2,0.0,19.0,1.0,0.57,1.2,33.1,24.4,38.7,0.0,154.9,73.0,0.0,32.2,2
6,2.0,2,0.0,19.0,1.0,0.38,1.2,33.0,24.4,38.3,0.15,172.7,60.0,0.0,32.1,5
6,2.0,2,0.0,27.0,1.0,0.38,1.2,32.9,24.4,39.4,0.75,182.9,80.0,0.0,31.9,5
6,2.0,2,0.0,23.0,2.0,0.58,1.2,32.9,24.4,40.4,0.38,152.4,50.0,0.0,31.8,4
6,2.0,2,0.0,22.0,2.0,0.5,1.2,33.0,24.4,40.4,1.0,162.6,55.0,0.0,31.5,4
6,2.0,2,0.0,23.0,2.0,0.59,1.2,32.9,24.4,40.3,0.0,160.0,56.0,0.0,31.5,4
6,2.0,2,0.0,31.0,1.0,0.51,1.2,33.1,24.4,39.2,0.48,165.1,58.0,0.0,31.5,5
6,2.0,2,0.0,22.0,1.0,0.55,1.2,33.7,24.4,31.4,0.31,165.1,58.0,0.0,31.4,5
6,2.0,2,0.0,23.0,1.0,0.57,1.2,33.5,24.4,37.3,0.51,167.6,70.0,0.0,31.3,6
6,2.0,2,0.0,35.0,1.0,0.57,1.2,33.4,24.4,37.5,0.35,154.9,65.0,0.0,31.4,5
6,2.0,3,0.0,28.0,1.0,0.51,1.0,33.7,24.4,37.3,1.05,165.1,60.0,0.0,45.1,4
6,2.0,3,0.0,38.0,1.0,0.57,1.0,39.3,24.4,26.9,0.93,167.6,65.0,0.0,40.6,2
6,2.0,3,0.0,26.0,1.0,0.59,1.2,35.6,24.4,40.2,0.75,170.2,56.0,0.0,37.6,4
6,2.0,3,0.0,55.0,1.0,0.51,1.2,34.1,24.4,47.8,0.8,175.3,78.0,0.0,37.6,4
6,2.0,3,0.0,29.0,1.0,0.57,1.2,29.6,24.4,30.6,0.52,172.7,66.0,0.0,33.7,5
6,2.0,3,0.0,24.0,2.0,0.5,1.2,32.1,24.4,29.1,0.0,157.5,50.0,0.0,33.7,5
6,2.0,3,0.0,36.0,1.0,0.51,1.2,35.9,24.4,31.5,0.77,175.3,70.0,0.0,33.3,4
6,2.0,3,0.0,40.0,1.0,0.38,1.2,36.9,24.4,36.6,0.45,165.1,78.0,0.0,38.1,2
6,2.0,3,0.0,30.0,1.0,0.4,1.2,30.2,24.4,33.6,0.0,172.7,65.0,0.0,38.8,4
6,2.0,3,0.0,24.0,1.0,0.55,1.2,30.2,24.4,32.4,0.0,170.2,68.0,0.0,39.2,5
6,2.0,3,0.0,23.0,2.0,0.5,1.2,36.4,24.4,38.0,0.58,160.0,68.0,0.0,39.5,4
6,2.0,3,0.0,27.0,1.0,0.38,1.2,27.5,24.4,42.4,0.75,182.9,84.0,0.0,35.0,4
6,2.0,3,0.0,41.0,1.0,0.48,1.2,29.9,24.4,60.9,1.28,165.1,76.0,0.0,34.9,2
6,2.0,3,0.0,27.0,1.0,0.59,1.2,30.3,24.4,66.6,0.33,175.3,95.0,0.0,30.9,4
6,2.0,3,0.0,27.0,1.0,0.57,1.0,29.0,24.4,68.6,1.18,182.9,68.0,0.0,30.8,4
6,2.0,3,0.0,24.0,1.0,0.57,1.2,29.4,24.4,69.3,0.0,180.3,76.0,0.0,30.8,4
6,2.0,3,0.0,24.0,1.0,0.57,1.2,29.5,24.4,71.7,0.0,167.6,49.0,0.0,30.8,4
6,2.0,3,0.0,28.0,1.0,0.55,1.2,29.9,24.4,68.5,0.53,162.6,54.0,0.0,30.9,4
6,2.0,3,0.0,61.0,1.0,0.57,1.2,25.4,24.4,45.9,1.1,175.3,70.0,0.0,31.1,5
6,2.0,3,0.0,33.0,1.0,0.55,1.0,29.0,24.4,79.6,1.38,170.2,75.0,0.0,32.3,4
6,2.0,3,0.0,35.0,1.0,0.57,1.2,33.6,24.4,57.1,1.13,182.9,63.0,0.0,34.3,4
