Koppen climate classification,Building type,Cooling startegy_building level,Heating strategy_building level,Age,Sex,Clo,Met,Air temperature (C),Radiant temperature (C),Relative humidity (%),Air velocity (m/s),Subject«s height (cm),Subject«s weight (kg),Window,Outdoor monthly air temperature (C),Thermal comfort
6,2.0,2,0.0,29.0,1.0,0.55,1.4,16.8,24.4,58.0,0.18,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.61,1.3,16.7,24.4,62.0,0.08,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.68,1.6,17.7,24.4,58.0,0.2,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.8,1.2,17.8,24.4,56.0,0.18,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.82,1.1,17.5,24.4,56.0,0.23,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.56,1.0,16.3,24.4,59.0,0.13,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.71,1.2,18.5,24.4,59.0,0.21,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.73,1.0,18.5,24.4,59.0,0.21,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.92,1.1,16.5,24.4,56.0,0.15,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.5,1.6,17.2,24.4,59.0,0.26,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.49,1.6,17.2,24.4,59.0,0.26,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,1.32,1.2,16.3,24.4,58.0,0.15,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.73,1.0,17.1,24.4,58.0,0.22,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.53,1.5,18.0,24.4,56.0,0.22,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.75,1.5,18.0,24.4,56.0,0.22,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.66,1.4,16.8,24.4,58.0,0.18,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.67,1.0,18.5,24.4,60.0,0.17,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.84,1.3,18.1,24.4,70.0,0.19,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.73,1.0,18.1,24.4,70.0,0.19,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.91,1.1,18.0,24.4,68.0,0.2,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.73,1.6,19.1,24.4,68.0,0.22,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.91,1.2,18.8,24.4,68.0,0.25,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.74,1.0,16.8,24.4,69.0,0.22,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.82,1.1,17.0,24.4,68.0,0.19,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.74,1.2,16.9,24.4,70.0,0.19,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.88,1.1,19.0,24.4,68.0,0.28,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.9,1.1,18.5,24.4,62.0,0.17,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.57,1.0,18.5,24.4,62.0,0.17,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.76,1.3,18.2,24.4,65.0,0.24,165.1,63.0,0.0,13.0,5
6,2.0,1,0.0,29.0,1.0,0.82,1.1,19.0,24.4,65.0,0.26,165.1,63.0,0.0,13.0,5
6,2.0,1,0.0,29.0,1.0,0.78,1.1,19.0,24.4,65.0,0.26,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,1.63,1.0,26.0,24.4,63.0,0.17,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.74,1.2,18.5,24.4,69.0,0.21,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.78,1.6,19.1,24.4,65.0,0.26,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.91,1.1,19.1,24.4,65.0,0.26,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,1.02,1.6,19.1,24.4,68.0,0.22,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.93,1.1,18.8,24.4,67.0,0.27,165.1,63.0,0.0,13.0,5
6,2.0,1,0.0,29.0,1.0,1.16,1.0,18.8,24.4,70.0,0.0,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.85,1.1,18.7,24.4,68.0,0.29,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,0.51,1.1,18.2,24.4,65.0,0.34,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,1.06,1.1,18.2,24.4,68.0,0.36,165.1,63.0,0.0,13.0,5
6,2.0,1,0.0,29.0,1.0,0.68,1.2,18.2,24.4,69.0,0.24,165.1,63.0,0.0,13.0,2
6,2.0,1,0.0,29.0,1.0,1.1,1.1,18.8,24.4,65.0,0.38,165.1,63.0,0.0,13.0,5
6,2.0,1,0.0,29.0,1.0,0.98,1.0,18.9,24.4,69.0,0.0,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,1.02,1.1,20.1,24.4,65.0,0.32,165.1,63.0,0.0,13.0,5
6,2.0,1,0.0,29.0,1.0,0.89,1.1,18.3,24.4,65.0,0.29,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.86,1.0,18.9,24.4,65.0,0.28,165.1,63.0,0.0,13.0,2
6,2.0,2,0.0,29.0,1.0,1.52,1.2,18.2,24.4,68.0,0.36,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,0.84,1.2,20.0,24.4,65.0,0.3,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,1.1,1.3,18.6,24.4,66.0,0.0,165.1,63.0,0.0,13.0,5
6,2.0,2,0.0,29.0,1.0,1.58,1.3,18.5,24.4,66.0,0.0,165.1,63.0,0.0,13.0,5
6,2.0,1,0.0,29.0,1.0,0.97,1.2,18.6,24.4,65.0,0.34,165.1,63.0,0.0,13.0,2
6,2.0,1,0.0,29.0,1.0,1.51,1.0,18.8,24.4,67.0,0.0,165.1,63.0,0.0,13.0,2
6,2.0,1,0.0,29.0,1.0,1.6,1.6,18.7,24.4,68.0,0.0,165.1,63.0,0.0,13.0,5
2,2.0,2,0.0,20.0,1.0,0.3,1.0,24.1,24.4,69.7,0.06,160.0,61.0,0.0,25.0,Na
6,2.0,2,0.0,35.0,1.0,0.67,1.1,34.8,24.4,48.0,0.84,172.7,54.0,1.0,29.5,5
6,2.0,2,0.0,55.0,1.0,0.67,1.5,35.6,24.4,46.2,1.53,165.1,70.0,1.0,29.5,4
6,2.0,2,0.0,25.0,1.0,0.67,1.5,35.4,24.4,46.4,0.5,172.7,52.0,1.0,29.5,6
6,2.0,2,0.0,45.0,1.0,0.7,1.0,35.5,24.4,46.8,1.2,172.7,64.0,0.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.7,1.0,35.5,24.4,47.0,0.12,170.2,70.0,1.0,29.5,1
6,2.0,2,0.0,55.0,1.0,0.67,1.0,35.3,24.4,48.4,0.9,165.1,72.0,0.0,29.5,2
6,2.0,2,0.0,25.0,1.0,0.7,1.1,35.1,24.4,48.0,1.24,157.5,52.0,1.0,29.5,2
6,2.0,2,0.0,25.0,2.0,0.53,1.1,35.6,24.4,47.9,0.4,165.1,55.0,0.0,29.5,1
6,2.0,2,0.0,25.0,1.0,0.7,1.0,35.9,24.4,45.6,0.54,165.1,56.0,1.0,29.5,6
6,2.0,2,0.0,45.0,2.0,0.59,1.1,36.0,24.4,48.2,0.29,149.9,73.0,0.0,29.5,1
6,2.0,2,0.0,25.0,2.0,0.57,1.1,35.7,24.4,47.3,0.5,157.5,52.0,0.0,29.5,3
6,2.0,2,0.0,55.0,2.0,0.57,1.0,35.7,24.4,46.7,0.94,162.6,72.0,0.0,29.5,6
6,2.0,2,0.0,45.0,1.0,0.7,1.0,35.3,24.4,47.5,0.53,165.1,65.0,1.0,29.5,4
6,2.0,2,0.0,55.0,1.0,0.64,1.0,34.8,24.4,49.2,0.85,188.0,64.0,0.0,29.5,2
6,2.0,2,0.0,25.0,2.0,0.6,1.3,35.3,24.4,47.0,0.48,144.8,45.0,0.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.7,1.0,35.6,24.4,45.4,0.45,182.9,85.0,0.0,29.5,5
6,2.0,2,0.0,55.0,2.0,0.6,1.0,35.5,24.4,46.7,0.25,157.5,80.0,0.0,29.5,5
6,2.0,2,0.0,25.0,2.0,0.43,1.3,35.3,24.4,47.3,0.27,162.6,70.0,0.0,29.5,4
6,2.0,2,0.0,25.0,2.0,0.6,1.1,35.8,24.4,43.8,0.55,121.9,39.0,0.0,29.5,6
6,2.0,2,0.0,25.0,1.0,0.7,1.1,36.0,24.4,42.3,0.32,175.3,52.0,1.0,29.5,6
6,2.0,2,0.0,25.0,2.0,0.9,1.1,36.4,24.4,41.4,0.16,160.0,52.0,1.0,29.5,1
6,2.0,2,0.0,25.0,2.0,0.78,1.0,36.0,24.4,43.5,1.05,137.2,46.0,0.0,29.5,6
6,2.0,2,0.0,25.0,1.0,0.61,1.4,35.8,24.4,44.3,1.15,160.0,70.0,0.0,29.5,2
6,2.0,2,0.0,45.0,1.0,0.55,1.0,36.1,24.4,38.9,0.19,167.6,50.0,0.0,29.5,6
6,2.0,2,0.0,45.0,1.0,0.64,1.1,36.8,24.4,35.0,0.39,167.6,70.0,0.0,29.5,2
6,2.0,2,0.0,45.0,2.0,0.57,1.0,37.2,24.4,34.4,0.23,137.2,53.0,1.0,29.5,1
6,2.0,2,0.0,45.0,1.0,0.7,1.1,38.8,24.4,26.3,0.51,167.6,65.0,1.0,29.5,1
6,2.0,2,0.0,35.0,2.0,0.57,1.1,37.2,24.4,29.2,0.3,172.7,82.0,1.0,29.5,6
6,2.0,2,0.0,45.0,1.0,0.7,1.0,37.9,24.4,26.8,0.33,177.8,75.0,1.0,29.5,6
6,2.0,2,0.0,35.0,2.0,0.57,1.1,38.0,24.4,26.3,0.59,167.6,70.0,1.0,29.5,5
6,2.0,2,0.0,55.0,1.0,0.64,1.1,37.0,24.4,30.3,0.51,172.7,84.0,0.0,29.5,6
6,2.0,2,0.0,35.0,2.0,0.55,1.1,37.0,24.4,34.9,0.21,167.6,45.0,0.0,29.5,5
6,2.0,2,0.0,35.0,1.0,0.64,1.1,37.0,24.4,35.9,0.29,165.1,73.0,1.0,29.5,3
6,2.0,2,0.0,45.0,1.0,0.7,1.0,38.5,24.4,33.2,0.56,172.7,70.0,1.0,29.5,1
6,2.0,2,0.0,55.0,1.0,0.79,1.0,34.3,24.4,51.2,0.45,167.0,52.0,0.0,29.5,6
6,2.0,2,0.0,25.0,1.0,0.67,1.1,34.5,24.4,50.1,0.22,162.6,53.0,1.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.74,1.0,35.0,24.4,48.4,0.34,165.1,80.0,1.0,29.5,6
6,2.0,2,0.0,25.0,1.0,0.55,1.1,35.3,24.4,45.7,0.35,167.6,70.0,0.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.47,1.0,35.4,24.4,49.9,0.31,152.4,55.0,1.0,29.5,6
6,2.0,2,0.0,65.0,1.0,0.68,1.0,35.3,24.4,48.1,0.43,167.6,67.0,1.0,29.5,5
6,2.0,2,0.0,35.0,1.0,0.61,1.0,35.2,24.4,49.0,0.14,182.9,55.0,1.0,29.5,6
6,2.0,2,0.0,45.0,1.0,0.52,1.0,35.2,24.4,49.9,0.53,162.6,65.0,0.0,29.5,2
6,2.0,2,0.0,25.0,1.0,0.55,1.0,35.4,24.4,49.7,1.04,160.0,50.0,0.0,29.5,6
6,2.0,2,0.0,25.0,1.0,0.66,1.1,35.4,24.4,49.7,0.79,175.3,50.0,0.0,29.5,5
6,2.0,2,0.0,55.0,1.0,0.47,1.4,37.4,24.4,40.2,0.57,170.2,73.0,0.0,29.5,5
6,2.0,2,0.0,55.0,1.0,0.68,1.0,35.5,24.4,55.8,0.86,167.6,65.0,0.0,29.5,6
6,2.0,2,0.0,45.0,1.0,0.67,1.0,35.5,24.4,55.8,0.86,175.3,75.0,0.0,29.5,6
6,2.0,2,0.0,45.0,1.0,0.57,1.0,36.4,24.4,40.6,0.37,167.6,70.0,1.0,29.5,5
6,2.0,2,0.0,55.0,1.0,0.59,1.0,36.4,24.4,40.6,0.37,170.2,72.0,1.0,29.5,6
6,2.0,2,0.0,25.0,2.0,0.46,1.1,36.9,24.4,39.9,0.8,167.6,45.0,1.0,29.5,6
6,2.0,2,0.0,35.0,2.0,0.43,1.3,37.1,24.4,42.4,1.02,157.5,62.0,0.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.63,1.0,35.8,24.4,48.8,0.9,157.5,65.0,1.0,29.5,6
6,2.0,2,0.0,35.0,2.0,0.7,1.0,34.8,24.4,53.9,1.2,167.6,45.0,0.0,29.5,5
6,2.0,2,0.0,45.0,1.0,0.79,1.1,37.0,24.4,38.8,0.45,162.6,69.0,1.0,29.5,6
6,2.0,2,0.0,25.0,1.0,0.52,1.2,34.5,24.4,31.7,0.53,162.6,50.0,0.0,29.5,5
6,2.0,2,0.0,55.0,1.0,0.68,1.7,36.0,24.4,32.0,0.17,175.3,80.0,1.0,29.5,4
6,2.0,2,0.0,55.0,1.0,0.67,1.5,36.2,24.4,30.0,0.74,152.4,60.0,1.0,29.5,6
6,2.0,2,0.0,45.0,1.0,0.74,1.5,37.2,24.4,36.5,0.14,175.3,91.0,1.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.68,1.4,36.6,24.4,27.8,0.99,162.6,78.0,1.0,29.5,5
6,2.0,2,0.0,45.0,1.0,0.49,1.3,39.4,24.4,20.9,0.8,167.6,65.0,1.0,29.5,5
6,2.0,2,0.0,45.0,1.0,0.49,1.0,39.8,24.4,22.3,0.64,167.6,66.0,0.0,29.5,3
6,2.0,2,0.0,55.0,2.0,0.43,1.0,39.8,24.4,21.4,0.44,152.4,58.0,0.0,29.5,6
6,2.0,2,0.0,45.0,1.0,0.52,1.0,39.8,24.4,21.4,0.47,182.9,68.0,0.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.52,1.0,39.7,24.4,24.0,0.67,170.2,67.0,1.0,29.5,6
6,2.0,2,0.0,45.0,1.0,0.67,1.4,39.8,24.4,24.8,1.04,160.0,61.0,1.0,29.5,5
6,2.0,2,0.0,25.0,1.0,0.74,1.4,34.4,24.4,50.2,0.32,170.0,55.0,1.0,29.5,3
6,2.0,2,0.0,35.0,1.0,0.76,1.5,36.2,24.4,46.5,0.48,160.0,51.0,1.0,29.5,4
6,2.0,2,0.0,35.0,1.0,0.68,1.1,36.2,24.4,45.6,0.82,175.3,75.0,1.0,29.5,4
6,2.0,2,0.0,45.0,2.0,0.57,1.1,36.1,24.4,46.3,0.35,172.7,80.0,1.0,29.5,4
6,2.0,2,0.0,45.0,1.0,0.74,1.1,36.2,24.4,45.8,1.23,177.8,75.0,1.0,29.5,4
6,2.0,2,0.0,25.0,1.0,0.68,1.4,36.2,24.4,45.2,0.52,182.9,80.0,1.0,29.5,6
6,2.0,2,0.0,65.0,1.0,0.74,1.1,35.7,24.4,46.4,0.62,175.3,52.0,0.0,29.5,4
6,2.0,2,0.0,45.0,1.0,0.74,1.1,35.3,24.4,50.0,0.61,152.4,66.0,1.0,29.5,5
6,2.0,2,0.0,45.0,1.0,0.74,1.1,35.3,24.4,50.3,0.79,172.7,84.0,0.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.74,1.3,35.4,24.4,49.9,0.73,165.1,74.0,0.0,29.5,6
6,2.0,2,0.0,25.0,1.0,0.74,1.1,35.6,24.4,45.8,0.56,165.1,63.0,1.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.68,1.1,35.6,24.4,45.3,0.49,165.1,65.0,1.0,29.5,6
6,2.0,2,0.0,45.0,1.0,0.55,1.1,35.8,24.4,45.1,0.35,165.1,65.0,1.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.61,1.1,35.8,24.4,44.8,0.66,167.6,67.0,1.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.74,1.0,36.0,24.4,45.0,0.85,162.6,72.0,1.0,29.5,5
6,2.0,2,0.0,55.0,1.0,0.59,1.4,34.3,24.4,50.0,0.42,162.6,70.0,0.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.68,1.0,34.0,24.4,49.4,0.66,167.6,55.0,0.0,29.5,6
6,2.0,2,0.0,55.0,2.0,0.63,1.3,35.0,24.4,48.0,0.59,157.5,80.0,0.0,29.5,5
6,2.0,2,0.0,35.0,1.0,0.74,1.3,36.2,24.4,43.4,0.7,165.1,52.0,0.0,29.5,5
6,2.0,2,0.0,55.0,1.0,0.74,1.1,36.2,24.4,43.7,0.68,175.3,80.0,1.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.74,1.1,36.6,24.4,41.7,1.0,165.1,70.0,0.0,29.5,6
6,2.0,2,0.0,25.0,2.0,0.57,1.3,37.0,24.4,40.4,0.99,167.6,70.0,1.0,29.5,5
6,2.0,2,0.0,35.0,2.0,0.57,1.1,37.5,24.4,38.0,0.6,152.4,65.0,1.0,29.5,2
6,2.0,2,0.0,55.0,1.0,0.59,1.6,37.5,24.4,35.6,0.74,121.9,66.0,1.0,29.5,5
6,2.0,2,0.0,45.0,1.0,0.53,1.1,37.5,24.4,31.5,0.45,167.6,55.0,1.0,29.5,6
6,2.0,2,0.0,25.0,1.0,0.59,1.9,37.3,24.4,32.6,0.76,172.7,65.0,1.0,29.5,5
6,2.0,2,0.0,55.0,1.0,0.59,1.6,37.7,24.4,30.2,0.54,165.1,65.0,0.0,29.5,5
6,2.0,2,0.0,55.0,1.0,0.74,1.1,37.4,24.4,25.8,0.76,165.1,70.0,1.0,29.5,5
6,2.0,2,0.0,25.0,1.0,0.67,1.1,37.5,24.4,25.6,0.4,172.7,54.0,0.0,29.5,5
6,2.0,2,0.0,25.0,1.0,0.59,1.3,37.5,24.4,25.0,0.83,172.7,53.0,0.0,29.5,5
6,2.0,2,0.0,45.0,1.0,0.74,1.3,37.7,24.4,25.0,0.64,172.7,63.0,1.0,29.5,6
6,2.0,2,0.0,25.0,1.0,0.74,1.3,37.7,24.4,25.0,0.52,165.1,52.0,0.0,29.5,4
6,2.0,2,0.0,25.0,1.0,0.52,1.1,37.2,24.4,25.7,0.64,172.7,62.0,0.0,29.5,3
6,2.0,2,0.0,55.0,1.0,0.68,1.1,37.4,24.4,25.3,0.23,170.2,72.0,0.0,29.5,1
6,2.0,2,0.0,55.0,1.0,0.53,1.1,36.6,24.4,30.8,0.67,157.5,64.0,0.0,29.5,5
6,2.0,2,0.0,45.0,1.0,0.53,1.1,35.6,24.4,32.5,0.51,165.1,65.0,1.0,29.5,4
6,2.0,2,0.0,55.0,2.0,0.6,1.1,36.2,24.4,31.4,0.91,162.6,72.0,0.0,29.5,4
6,2.0,2,0.0,25.0,2.0,0.57,1.1,37.6,24.4,28.3,0.48,177.8,64.0,0.0,29.5,3
6,2.0,2,0.0,25.0,2.0,0.42,1.1,36.9,24.4,30.8,0.45,157.5,52.0,0.0,29.5,2
6,2.0,2,0.0,45.0,1.0,0.7,1.6,36.9,24.4,30.2,0.44,172.7,69.0,0.0,29.5,4
6,2.0,2,0.0,55.0,1.0,0.64,1.0,34.5,24.4,49.1,0.31,177.8,58.0,1.0,29.5,5
6,2.0,2,0.0,55.0,1.0,0.75,1.2,35.2,24.4,47.0,0.67,177.8,55.0,1.0,29.5,5
6,2.0,2,0.0,35.0,2.0,0.9,1.1,35.0,24.4,46.7,0.91,162.6,78.0,1.0,29.5,6
6,2.0,2,0.0,35.0,1.0,0.74,1.1,34.9,24.4,46.8,0.79,162.6,66.0,1.0,29.5,4
6,2.0,2,0.0,65.0,1.0,0.68,1.4,35.0,24.4,46.8,0.78,177.8,78.0,1.0,29.5,6
6,2.0,2,0.0,65.0,1.0,0.67,1.3,34.9,24.4,46.6,0.84,167.6,55.0,1.0,29.5,6
6,2.0,2,0.0,35.0,2.0,0.9,1.1,34.9,24.4,46.4,0.91,157.5,50.0,0.0,29.5,5
6,2.0,2,0.0,35.0,1.0,0.69,1.1,35.2,24.4,47.6,0.38,154.9,60.0,0.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.64,1.1,35.5,24.4,45.6,0.5,177.8,86.0,1.0,29.5,6
6,2.0,2,0.0,55.0,1.0,0.58,1.1,36.2,24.4,43.8,0.67,160.0,70.0,1.0,29.5,1
6,2.0,2,0.0,55.0,1.0,0.58,1.1,36.3,24.4,41.5,0.58,165.1,84.0,1.0,29.5,1
6,2.0,2,0.0,45.0,1.0,0.58,1.1,36.2,24.4,41.5,0.25,170.2,60.0,1.0,29.5,2
6,2.0,2,0.0,25.0,2.0,0.62,1.1,36.9,24.4,41.5,0.45,160.0,50.0,0.0,29.5,1
6,2.0,2,0.0,45.0,2.0,0.63,1.1,37.1,24.4,41.6,0.73,162.6,52.0,1.0,29.5,1
6,2.0,2,0.0,45.0,1.0,0.7,1.1,37.2,24.4,41.2,0.62,172.7,72.0,1.0,29.5,1
6,2.0,2,0.0,45.0,1.0,0.7,1.1,36.7,24.4,43.7,0.28,175.3,56.0,1.0,29.5,2
6,2.0,2,0.0,45.0,1.0,0.64,1.1,36.8,24.4,42.4,0.25,167.6,75.0,1.0,29.5,1
6,2.0,2,0.0,25.0,1.0,0.7,1.2,36.6,24.4,42.3,0.18,162.6,50.0,1.0,29.5,3
6,2.0,2,0.0,35.0,1.0,0.58,1.1,37.3,24.4,40.9,0.39,170.2,64.0,1.0,29.5,1
6,2.0,2,0.0,55.0,1.0,0.7,1.1,37.1,24.4,41.4,0.51,165.1,54.0,1.0,29.5,1
6,2.0,2,0.0,45.0,1.0,0.64,1.2,36.3,24.4,39.7,1.04,172.7,65.0,1.0,29.5,3
6,2.0,2,0.0,55.0,2.0,0.6,1.2,35.1,24.4,37.5,0.79,160.0,75.0,0.0,29.5,6
6,2.0,2,0.0,45.0,1.0,0.7,1.1,37.9,24.4,31.0,0.17,162.6,72.0,1.0,29.5,5
6,2.0,2,0.0,55.0,1.0,0.64,1.1,38.1,24.4,31.7,0.73,170.2,75.0,1.0,29.5,1
6,2.0,2,0.0,35.0,2.0,0.53,1.0,37.7,24.4,25.6,0.45,162.6,65.0,0.0,29.5,2
6,2.0,2,0.0,35.0,1.0,0.58,1.0,36.9,24.4,28.6,0.43,172.7,80.0,0.0,29.5,3
6,2.0,2,0.0,35.0,1.0,0.52,1.1,38.0,24.4,25.1,0.2,182.9,55.0,0.0,29.5,3
6,2.0,2,0.0,55.0,1.0,0.46,1.1,38.7,24.4,24.0,0.23,170.2,70.0,1.0,29.5,1
6,2.0,2,0.0,65.0,1.0,0.55,1.1,39.4,24.4,21.3,0.98,165.1,67.0,1.0,29.5,4
6,2.0,2,0.0,35.0,1.0,0.52,1.1,39.4,24.4,22.3,0.25,162.6,65.0,1.0,29.5,1
6,2.0,2,0.0,25.0,1.0,0.55,1.1,38.3,24.4,24.1,0.78,160.0,50.0,0.0,29.5,1
6,2.0,2,0.0,25.0,1.0,0.55,1.1,37.9,24.4,24.6,0.32,172.7,50.0,0.0,29.5,1
6,2.0,3,0.0,45.0,2.0,0.42,1.1,33.1,24.4,57.6,0.37,152.4,70.0,0.0,29.5,4
6,2.0,3,0.0,45.0,1.0,0.63,1.1,33.3,24.4,56.2,0.43,170.0,86.0,0.0,29.5,6
6,2.0,3,0.0,45.0,1.0,0.7,1.1,33.4,24.4,56.1,0.51,167.6,76.0,0.0,29.5,4
6,2.0,3,0.0,45.0,1.0,0.58,1.1,33.6,24.4,54.2,0.35,167.6,71.0,0.0,29.5,4
6,2.0,3,0.0,25.0,1.0,0.68,1.1,33.6,24.4,55.4,0.55,162.6,69.0,0.0,29.5,2
6,2.0,3,0.0,55.0,2.0,0.63,1.1,33.6,24.4,55.2,1.09,152.4,69.0,0.0,29.5,4
6,2.0,3,0.0,45.0,1.0,0.61,1.3,33.7,24.4,54.3,0.32,157.5,55.0,1.0,29.5,4
6,2.0,3,0.0,45.0,1.0,0.73,1.3,33.6,24.4,54.9,0.74,200.7,71.0,1.0,29.5,3
6,2.0,3,0.0,45.0,1.0,0.72,1.1,33.5,24.4,53.9,0.52,172.7,75.0,0.0,29.5,3
6,2.0,3,0.0,45.0,1.0,0.7,1.1,33.5,24.4,54.6,0.43,167.6,57.0,0.0,29.5,3
6,2.0,3,0.0,45.0,2.0,0.57,1.1,33.6,24.4,54.9,0.32,160.0,78.0,0.0,29.5,5
6,2.0,3,0.0,45.0,1.0,0.79,1.1,33.6,24.4,54.2,0.44,165.1,80.0,0.0,29.5,5
6,2.0,3,0.0,55.0,1.0,0.66,1.1,33.5,24.4,54.6,0.42,167.6,63.0,0.0,29.5,5
6,2.0,3,0.0,45.0,1.0,0.64,1.1,33.5,24.4,54.1,0.28,167.6,90.0,0.0,29.5,3
6,2.0,3,0.0,45.0,1.0,0.72,1.6,33.4,24.4,53.6,1.05,177.8,79.0,0.0,29.5,4
6,2.0,3,0.0,35.0,2.0,0.42,1.1,33.6,24.4,51.6,0.49,157.5,52.0,0.0,29.5,5
6,2.0,3,0.0,45.0,1.0,0.79,1.3,33.6,24.4,51.3,0.29,182.9,76.0,0.0,29.5,3
6,2.0,3,0.0,55.0,1.0,0.79,1.1,33.6,24.4,51.5,0.72,160.0,62.0,0.0,29.5,6
6,2.0,3,0.0,55.0,1.0,0.79,1.1,33.6,24.4,50.5,0.28,165.1,62.0,0.0,29.5,5
6,2.0,3,0.0,45.0,1.0,0.79,1.1,33.5,24.4,51.7,0.45,177.8,72.0,0.0,29.5,5
6,2.0,3,0.0,55.0,1.0,0.79,1.1,33.7,24.4,47.7,0.47,182.9,76.0,0.0,29.5,5
6,2.0,3,0.0,45.0,1.0,0.73,1.1,33.8,24.4,48.0,0.68,165.1,62.0,0.0,29.5,4
6,2.0,3,0.0,25.0,2.0,0.64,1.3,34.1,24.4,46.5,0.4,157.5,52.0,0.0,29.5,3
6,2.0,3,0.0,35.0,2.0,0.57,1.1,34.2,24.4,47.2,0.58,154.9,80.0,1.0,29.5,4
6,2.0,3,0.0,45.0,2.0,0.48,1.1,34.0,24.4,47.6,0.72,152.4,64.0,0.0,29.5,3
6,2.0,3,0.0,45.0,1.0,0.58,1.1,34.6,24.4,47.2,1.3,162.6,68.0,0.0,29.5,4
6,2.0,3,0.0,25.0,1.0,0.64,1.1,34.4,24.4,48.3,1.08,172.7,75.0,0.0,29.5,4
6,2.0,3,0.0,45.0,1.0,0.64,1.1,34.0,24.4,47.3,0.37,157.5,50.0,0.0,29.5,4
6,2.0,3,0.0,55.0,1.0,0.57,1.1,34.0,24.4,47.4,0.6,165.1,70.0,0.0,29.5,5
6,2.0,3,0.0,55.0,1.0,0.79,1.1,34.4,24.4,45.4,0.4,170.2,86.0,0.0,29.5,4
6,2.0,3,0.0,45.0,1.0,0.79,1.1,34.8,24.4,42.2,0.52,172.7,82.0,0.0,29.5,1
